County Formatted,County,State Formatted,State,Population
Henry,HENRY,Missouri,MISSOURI,21824
Hickory,HICKORY,Missouri,MISSOURI,9544
Holt,HOLT,Missouri,MISSOURI,4403
Howard,HOWARD,Missouri,MISSOURI,10001
Howell,HOWELL,Missouri,MISSOURI,40117
Iron,IRON,Missouri,MISSOURI,10125
Jackson,JACKSON,Missouri,MISSOURI,703011
Jasper,JASPER,Missouri,MISSOURI,121328
Jefferson,JEFFERSON,Missouri,MISSOURI,225081
Johnson,JOHNSON,Missouri,MISSOURI,54062
Knox,KNOX,Missouri,MISSOURI,3959
Laclede,LACLEDE,Missouri,MISSOURI,35723
Lafayette,LAFAYETTE,Missouri,MISSOURI,32708
Lawrence,LAWRENCE,Missouri,MISSOURI,38355
Lewis,LEWIS,Missouri,MISSOURI,9776
Lincoln,LINCOLN,Missouri,MISSOURI,59013
Linn,LINN,Missouri,MISSOURI,11920
Livingston,LIVINGSTON,Missouri,MISSOURI,15227
McDonald,MCDONALD,Missouri,MISSOURI,22837
Macon,MACON,Missouri,MISSOURI,15117
Madison,MADISON,Missouri,MISSOURI,12088
Maries,MARIES,Missouri,MISSOURI,8697
Marion,MARION,Missouri,MISSOURI,28530
Mercer,MERCER,Missouri,MISSOURI,3617
Miller,MILLER,Missouri,MISSOURI,25619
Mississippi,MISSISSIPPI,Missouri,MISSOURI,13180
Moniteau,MONITEAU,Missouri,MISSOURI,16132
Monroe,MONROE,Missouri,MISSOURI,8644
Montgomery,MONTGOMERY,Missouri,MISSOURI,11551
Morgan,MORGAN,Missouri,MISSOURI,20627
New Madrid,NEWMADRID,Missouri,MISSOURI,17076
Newton,NEWTON,Missouri,MISSOURI,58236
Nodaway,NODAWAY,Missouri,MISSOURI,22092
Oregon,OREGON,Missouri,MISSOURI,10529
Osage,OSAGE,Missouri,MISSOURI,13615
Ozark,OZARK,Missouri,MISSOURI,9174
Pemiscot,PEMISCOT,Missouri,MISSOURI,15805
Perry,PERRY,Missouri,MISSOURI,19136
Pettis,PETTIS,Missouri,MISSOURI,42339
Phelps,PHELPS,Missouri,MISSOURI,44573
Pike,PIKE,Missouri,MISSOURI,18302
Platte,PLATTE,Missouri,MISSOURI,104418
Polk,POLK,Missouri,MISSOURI,32149
Pulaski,PULASKI,Missouri,MISSOURI,52607
Putnam,PUTNAM,Missouri,MISSOURI,4696
Ralls,RALLS,Missouri,MISSOURI,10309
Randolph,RANDOLPH,Missouri,MISSOURI,24748
Ray,RAY,Missouri,MISSOURI,23018
Reynolds,REYNOLDS,Missouri,MISSOURI,6270
Ripley,RIPLEY,Missouri,MISSOURI,13288
St. Charles,ST.CHARLES,Missouri,MISSOURI,402022
St. Clair,ST.CLAIR,Missouri,MISSOURI,9397
Ste. Genevieve,STE.GENEVIEVE,Missouri,MISSOURI,17894
St. Francois,ST.FRANCOIS,Missouri,MISSOURI,67215
St. Louis,ST.LOUIS,Missouri,MISSOURI,994205
Saline,SALINE,Missouri,MISSOURI,22761
Schuyler,SCHUYLER,Missouri,MISSOURI,4660
Scotland,SCOTLAND,Missouri,MISSOURI,4902
Scott,SCOTT,Missouri,MISSOURI,38280
Shannon,SHANNON,Missouri,MISSOURI,8166
Shelby,SHELBY,Missouri,MISSOURI,5930
Stoddard,STODDARD,Missouri,MISSOURI,29025
Stone,STONE,Missouri,MISSOURI,31952
Sullivan,SULLIVAN,Missouri,MISSOURI,6089
Taney,TANEY,Missouri,MISSOURI,55928
Texas,TEXAS,Missouri,MISSOURI,25398
Vernon,VERNON,Missouri,MISSOURI,20563
Warren,WARREN,Missouri,MISSOURI,35649
Washington,WASHINGTON,Missouri,MISSOURI,24730
Wayne,WAYNE,Missouri,MISSOURI,12873
Webster,WEBSTER,Missouri,MISSOURI,39592
Worth,WORTH,Missouri,MISSOURI,2013
Wright,WRIGHT,Missouri,MISSOURI,18289
St. Louis city,ST.LOUISCITY,Missouri,MISSOURI,300576
Beaverhead,BEAVERHEAD,Montana,MONTANA,9453
Big Horn,BIGHORN,Montana,MONTANA,13319
Blaine,BLAINE,Montana,MONTANA,6681
Broadwater,BROADWATER,Montana,MONTANA,6237
Carbon,CARBON,Montana,MONTANA,10725
Carter,CARTER,Montana,MONTANA,1252
Cascade,CASCADE,Montana,MONTANA,81366
Chouteau,CHOUTEAU,Montana,MONTANA,5635
Custer,CUSTER,Montana,MONTANA,11402
Daniels,DANIELS,Montana,MONTANA,1690
Dawson,DAWSON,Montana,MONTANA,8613
Deer Lodge,DEERLODGE,Montana,MONTANA,9140
Fallon,FALLON,Montana,MONTANA,2846
Fergus,FERGUS,Montana,MONTANA,11050
Flathead,FLATHEAD,Montana,MONTANA,103806
Gallatin,GALLATIN,Montana,MONTANA,114434
Garfield,GARFIELD,Montana,MONTANA,1258
Glacier,GLACIER,Montana,MONTANA,13753
Golden Valley,GOLDENVALLEY,Montana,MONTANA,821
Granite,GRANITE,Montana,MONTANA,3379
Hill,HILL,Montana,MONTANA,16484
Jefferson,JEFFERSON,Montana,MONTANA,12221
Judith Basin,JUDITHBASIN,Montana,MONTANA,2007
Lake,LAKE,Montana,MONTANA,30458
Lewis and Clark,LEWISANDCLARK,Montana,MONTANA,69432
Liberty,LIBERTY,Montana,MONTANA,2337
Lincoln,LINCOLN,Montana,MONTANA,19980
McCone,MCCONE,Montana,MONTANA,1664
Madison,MADISON,Montana,MONTANA,8600
Meagher,MEAGHER,Montana,MONTANA,1862
Mineral,MINERAL,Montana,MONTANA,4397
Missoula,MISSOULA,Montana,MONTANA,119600
Musselshell,MUSSELSHELL,Montana,MONTANA,4633
Park,PARK,Montana,MONTANA,16606
Petroleum,PETROLEUM,Montana,MONTANA,487
Phillips,PHILLIPS,Montana,MONTANA,3954
Pondera,PONDERA,Montana,MONTANA,5911
Powder River,POWDERRIVER,Montana,MONTANA,1682
Powell,POWELL,Montana,MONTANA,6890
Prairie,PRAIRIE,Montana,MONTANA,1077
Ravalli,RAVALLI,Montana,MONTANA,43806
Richland,RICHLAND,Montana,MONTANA,10803
Roosevelt,ROOSEVELT,Montana,MONTANA,11004
Rosebud,ROSEBUD,Montana,MONTANA,8937
Sanders,SANDERS,Montana,MONTANA,12113
Sheridan,SHERIDAN,Montana,MONTANA,3309
Silver Bow,SILVERBOW,Montana,MONTANA,34915
Stillwater,STILLWATER,Montana,MONTANA,9642
Sweet Grass,SWEETGRASS,Montana,MONTANA,3737
Teton,TETON,Montana,MONTANA,6147
Toole,TOOLE,Montana,MONTANA,4736
Treasure,TREASURE,Montana,MONTANA,696
Valley,VALLEY,Montana,MONTANA,7396
Wheatland,WHEATLAND,Montana,MONTANA,2126
Wibaux,WIBAUX,Montana,MONTANA,969
Yellowstone,YELLOWSTONE,Montana,MONTANA,161300
Adams,ADAMS,Nebraska,NEBRASKA,31363
Antelope,ANTELOPE,Nebraska,NEBRASKA,6298
Arthur,ARTHUR,Nebraska,NEBRASKA,463
Banner,BANNER,Nebraska,NEBRASKA,745
Blaine,BLAINE,Nebraska,NEBRASKA,465
Boone,BOONE,Nebraska,NEBRASKA,5192
Box Butte,BOXBUTTE,Nebraska,NEBRASKA,10783
Boyd,BOYD,Nebraska,NEBRASKA,1919
Brown,BROWN,Nebraska,NEBRASKA,2955
Buffalo,BUFFALO,Nebraska,NEBRASKA,49659
Burt,BURT,Nebraska,NEBRASKA,6459
Butler,BUTLER,Nebraska,NEBRASKA,8016
Cass,CASS,Nebraska,NEBRASKA,26248
Cedar,CEDAR,Nebraska,NEBRASKA,8402
Chase,CHASE,Nebraska,NEBRASKA,3924
Cherry,CHERRY,Nebraska,NEBRASKA,5689
Cheyenne,CHEYENNE,Nebraska,NEBRASKA,8910
Clay,CLAY,Nebraska,NEBRASKA,6203
Colfax,COLFAX,Nebraska,NEBRASKA,10709
Cuming,CUMING,Nebraska,NEBRASKA,8846
Custer,CUSTER,Nebraska,NEBRASKA,10777
Dakota,DAKOTA,Nebraska,NEBRASKA,20026
Dawes,DAWES,Nebraska,NEBRASKA,8589
Dawson,DAWSON,Nebraska,NEBRASKA,23595
Deuel,DEUEL,Nebraska,NEBRASKA,1794
Dixon,DIXON,Nebraska,NEBRASKA,5636
Dodge,DODGE,Nebraska,NEBRASKA,36565
Douglas,DOUGLAS,Nebraska,NEBRASKA,571327
Dundy,DUNDY,Nebraska,NEBRASKA,1693
Fillmore,FILLMORE,Nebraska,NEBRASKA,5462
Franklin,FRANKLIN,Nebraska,NEBRASKA,2979
Frontier,FRONTIER,Nebraska,NEBRASKA,2627
Furnas,FURNAS,Nebraska,NEBRASKA,4676
Gage,GAGE,Nebraska,NEBRASKA,21513
Garden,GARDEN,Nebraska,NEBRASKA,1837
Garfield,GARFIELD,Nebraska,NEBRASKA,1969
Gosper,GOSPER,Nebraska,NEBRASKA,1990
Grant,GRANT,Nebraska,NEBRASKA,623
Greeley,GREELEY,Nebraska,NEBRASKA,2356
Hall,HALL,Nebraska,NEBRASKA,61353
Hamilton,HAMILTON,Nebraska,NEBRASKA,9324
Harlan,HARLAN,Nebraska,NEBRASKA,3380
Hayes,HAYES,Nebraska,NEBRASKA,922
Hitchcock,HITCHCOCK,Nebraska,NEBRASKA,2762
Holt,HOLT,Nebraska,NEBRASKA,10067
Hooker,HOOKER,Nebraska,NEBRASKA,682
Howard,HOWARD,Nebraska,NEBRASKA,6445
Jefferson,JEFFERSON,Nebraska,NEBRASKA,7046
Johnson,JOHNSON,Nebraska,NEBRASKA,5071
Kearney,KEARNEY,Nebraska,NEBRASKA,6495
Keith,KEITH,Nebraska,NEBRASKA,8034
Keya Paha,KEYAPAHA,Nebraska,NEBRASKA,806
Kimball,KIMBALL,Nebraska,NEBRASKA,3632
Knox,KNOX,Nebraska,NEBRASKA,8332
Lancaster,LANCASTER,Nebraska,NEBRASKA,319090
Lincoln,LINCOLN,Nebraska,NEBRASKA,34914
Logan,LOGAN,Nebraska,NEBRASKA,748
Loup,LOUP,Nebraska,NEBRASKA,664
McPherson,MCPHERSON,Nebraska,NEBRASKA,494
Madison,MADISON,Nebraska,NEBRASKA,35099
Merrick,MERRICK,Nebraska,NEBRASKA,7755
Morrill,MORRILL,Nebraska,NEBRASKA,4642
Nance,NANCE,Nebraska,NEBRASKA,3519
Nemaha,NEMAHA,Nebraska,NEBRASKA,6972
Nuckolls,NUCKOLLS,Nebraska,NEBRASKA,4148
Otoe,OTOE,Nebraska,NEBRASKA,16012
Pawnee,PAWNEE,Nebraska,NEBRASKA,2613
Perkins,PERKINS,Nebraska,NEBRASKA,2891
Phelps,PHELPS,Nebraska,NEBRASKA,9034
Pierce,PIERCE,Nebraska,NEBRASKA,7148
Platte,PLATTE,Nebraska,NEBRASKA,33470
Polk,POLK,Nebraska,NEBRASKA,5213
Red Willow,REDWILLOW,Nebraska,NEBRASKA,10724
Richardson,RICHARDSON,Nebraska,NEBRASKA,7865
Rock,ROCK,Nebraska,NEBRASKA,1357
Saline,SALINE,Nebraska,NEBRASKA,14224
Sarpy,SARPY,Nebraska,NEBRASKA,187196
Saunders,SAUNDERS,Nebraska,NEBRASKA,21578
Scotts Bluff,SCOTTSBLUFF,Nebraska,NEBRASKA,35618
Seward,SEWARD,Nebraska,NEBRASKA,17284
Sheridan,SHERIDAN,Nebraska,NEBRASKA,5246
Sherman,SHERMAN,Nebraska,NEBRASKA,3001
Sioux,SIOUX,Nebraska,NEBRASKA,1166
Stanton,STANTON,Nebraska,NEBRASKA,5920
Thayer,THAYER,Nebraska,NEBRASKA,5003
Thomas,THOMAS,Nebraska,NEBRASKA,722
Thurston,THURSTON,Nebraska,NEBRASKA,7224
Valley,VALLEY,Nebraska,NEBRASKA,4158
Washington,WASHINGTON,Nebraska,NEBRASKA,20729
Wayne,WAYNE,Nebraska,NEBRASKA,9385
Webster,WEBSTER,Nebraska,NEBRASKA,3487
Wheeler,WHEELER,Nebraska,NEBRASKA,783
York,YORK,Nebraska,NEBRASKA,13679
Churchill,CHURCHILL,Nevada,NEVADA,24909
Clark,CLARK,Nevada,NEVADA,2266715
Douglas,DOUGLAS,Nevada,NEVADA,48905
Elko,ELKO,Nevada,NEVADA,52778
Esmeralda,ESMERALDA,Nevada,NEVADA,873
Eureka,EUREKA,Nevada,NEVADA,2029
Humboldt,HUMBOLDT,Nevada,NEVADA,16831
Lander,LANDER,Nevada,NEVADA,5532
Lincoln,LINCOLN,Nevada,NEVADA,5183
Lyon,LYON,Nevada,NEVADA,57510
Mineral,MINERAL,Nevada,NEVADA,4505
Nye,NYE,Nevada,NEVADA,46523
Pershing,PERSHING,Nevada,NEVADA,6725
Storey,STOREY,Nevada,NEVADA,4123
Washoe,WASHOE,Nevada,NEVADA,471519
White Pine,WHITEPINE,Nevada,NEVADA,9580
Carson City,CARSONCITY,Nevada,NEVADA,55916
Belknap,BELKNAP,New Hampshire,NEWHAMPSHIRE,61303
Carroll,CARROLL,New Hampshire,NEWHAMPSHIRE,48910
Cheshire,CHESHIRE,New Hampshire,NEWHAMPSHIRE,76085
Coos,COOS,New Hampshire,NEWHAMPSHIRE,31563
Grafton,GRAFTON,New Hampshire,NEWHAMPSHIRE,89886
Hillsborough,HILLSBOROUGH,New Hampshire,NEWHAMPSHIRE,417025
Merrimack,MERRIMACK,New Hampshire,NEWHAMPSHIRE,151391
Rockingham,ROCKINGHAM,New Hampshire,NEWHAMPSHIRE,309769
Strafford,STRAFFORD,New Hampshire,NEWHAMPSHIRE,130633
Sullivan,SULLIVAN,New Hampshire,NEWHAMPSHIRE,43146
Atlantic,ATLANTIC,New Jersey,NEWJERSEY,263670
Bergen,BERGEN,New Jersey,NEWJERSEY,932202
Burlington,BURLINGTON,New Jersey,NEWJERSEY,445349
Camden,CAMDEN,New Jersey,NEWJERSEY,506471
Cape May,CAPEMAY,New Jersey,NEWJERSEY,92039
Cumberland,CUMBERLAND,New Jersey,NEWJERSEY,149527
Essex,ESSEX,New Jersey,NEWJERSEY,798975
Gloucester,GLOUCESTER,New Jersey,NEWJERSEY,291636
Hudson,HUDSON,New Jersey,NEWJERSEY,672391
Hunterdon,HUNTERDON,New Jersey,NEWJERSEY,124371
Mercer,MERCER,New Jersey,NEWJERSEY,367430
Middlesex,MIDDLESEX,New Jersey,NEWJERSEY,825062
Monmouth,MONMOUTH,New Jersey,NEWJERSEY,618795
Morris,MORRIS,New Jersey,NEWJERSEY,491845
Ocean,OCEAN,New Jersey,NEWJERSEY,607186
Passaic,PASSAIC,New Jersey,NEWJERSEY,501826
Salem,SALEM,New Jersey,NEWJERSEY,62385
Somerset,SOMERSET,New Jersey,NEWJERSEY,328934
Sussex,SUSSEX,New Jersey,NEWJERSEY,140488
Union,UNION,New Jersey,NEWJERSEY,556341
Warren,WARREN,New Jersey,NEWJERSEY,105267
Bernalillo,BERNALILLO,New Mexico,NEWMEXICO,679121
Catron,CATRON,New Mexico,NEWMEXICO,3527
Chaves,CHAVES,New Mexico,NEWMEXICO,64615
Cibola,CIBOLA,New Mexico,NEWMEXICO,26675
Colfax,COLFAX,New Mexico,NEWMEXICO,11941
Curry,CURRY,New Mexico,NEWMEXICO,48954
De Baca,DEBACA,New Mexico,NEWMEXICO,1748
Doña Ana,DOÑAANA,New Mexico,NEWMEXICO,218195
Eddy,EDDY,New Mexico,NEWMEXICO,58460
Grant,GRANT,New Mexico,NEWMEXICO,26998
Guadalupe,GUADALUPE,New Mexico,NEWMEXICO,4300
Harding,HARDING,New Mexico,NEWMEXICO,625
Hidalgo,HIDALGO,New Mexico,NEWMEXICO,4198
Lea,LEA,New Mexico,NEWMEXICO,71070
Lincoln,LINCOLN,New Mexico,NEWMEXICO,19572
Los Alamos,LOSALAMOS,New Mexico,NEWMEXICO,19369
Luna,LUNA,New Mexico,NEWMEXICO,23709
McKinley,MCKINLEY,New Mexico,NEWMEXICO,71367
Mora,MORA,New Mexico,NEWMEXICO,4521
Otero,OTERO,New Mexico,NEWMEXICO,67490
Quay,QUAY,New Mexico,NEWMEXICO,8253
Rio Arriba,RIOARRIBA,New Mexico,NEWMEXICO,38921
Roosevelt,ROOSEVELT,New Mexico,NEWMEXICO,18500
Sandoval,SANDOVAL,New Mexico,NEWMEXICO,146748
San Juan,SANJUAN,New Mexico,NEWMEXICO,123958
San Miguel,SANMIGUEL,New Mexico,NEWMEXICO,27277
Santa Fe,SANTAFE,New Mexico,NEWMEXICO,150358
Sierra,SIERRA,New Mexico,NEWMEXICO,10791
Socorro,SOCORRO,New Mexico,NEWMEXICO,16637
Taos,TAOS,New Mexico,NEWMEXICO,32723
Torrance,TORRANCE,New Mexico,NEWMEXICO,15461
Union,UNION,New Mexico,NEWMEXICO,4059
Valencia,VALENCIA,New Mexico,NEWMEXICO,76688
Albany,ALBANY,New York,NEWYORK,305506
Allegany,ALLEGANY,New York,NEWYORK,46091
Bronx,BRONX,New York,NEWYORK,1418207
Broome,BROOME,New York,NEWYORK,190488
Cattaraugus,CATTARAUGUS,New York,NEWYORK,76117
Cayuga,CAYUGA,New York,NEWYORK,76576
Chautauqua,CHAUTAUQUA,New York,NEWYORK,126903
Chemung,CHEMUNG,New York,NEWYORK,83456
Chenango,CHENANGO,New York,NEWYORK,47207
Clinton,CLINTON,New York,NEWYORK,80485
Columbia,COLUMBIA,New York,NEWYORK,59461
Cortland,CORTLAND,New York,NEWYORK,47581
Delaware,DELAWARE,New York,NEWYORK,44135
Dutchess,DUTCHESS,New York,NEWYORK,294218
Erie,ERIE,New York,NEWYORK,918702
Essex,ESSEX,New York,NEWYORK,36885
Franklin,FRANKLIN,New York,NEWYORK,50022
Fulton,FULTON,New York,NEWYORK,53383
Genesee,GENESEE,New York,NEWYORK,57280
Greene,GREENE,New York,NEWYORK,47188
Hamilton,HAMILTON,New York,NEWYORK,4416
Herkimer,HERKIMER,New York,NEWYORK,61319
Jefferson,JEFFERSON,New York,NEWYORK,109834
Kings,KINGS,New York,NEWYORK,2559903
Lewis,LEWIS,New York,NEWYORK,26296
Livingston,LIVINGSTON,New York,NEWYORK,62914
Madison,MADISON,New York,NEWYORK,70941
Monroe,MONROE,New York,NEWYORK,741770
Montgomery,MONTGOMERY,New York,NEWYORK,49221
Nassau,NASSAU,New York,NEWYORK,1356924
New York,NEWYORK,New York,NEWYORK,1628706
Niagara,NIAGARA,New York,NEWYORK,209281
Oneida,ONEIDA,New York,NEWYORK,228671
Onondaga,ONONDAGA,New York,NEWYORK,460528
Ontario,ONTARIO,New York,NEWYORK,109777
Orange,ORANGE,New York,NEWYORK,384940
Orleans,ORLEANS,New York,NEWYORK,40352
Oswego,OSWEGO,New York,NEWYORK,117124
Otsego,OTSEGO,New York,NEWYORK,59493
Putnam,PUTNAM,New York,NEWYORK,98320
Queens,QUEENS,New York,NEWYORK,2253858
Rensselaer,RENSSELAER,New York,NEWYORK,158714
Richmond,RICHMOND,New York,NEWYORK,476143
Rockland,ROCKLAND,New York,NEWYORK,325789
St. Lawrence,ST.LAWRENCE,New York,NEWYORK,107740
Saratoga,SARATOGA,New York,NEWYORK,229863
Schenectady,SCHENECTADY,New York,NEWYORK,155299
Schoharie,SCHOHARIE,New York,NEWYORK,30999
Schuyler,SCHUYLER,New York,NEWYORK,17807
Seneca,SENECA,New York,NEWYORK,34016
Steuben,STEUBEN,New York,NEWYORK,95379
Suffolk,SUFFOLK,New York,NEWYORK,1476601
Sullivan,SULLIVAN,New York,NEWYORK,75432
Tioga,TIOGA,New York,NEWYORK,48203
Tompkins,TOMPKINS,New York,NEWYORK,102180
Ulster,ULSTER,New York,NEWYORK,177573
Warren,WARREN,New York,NEWYORK,63944
Washington,WASHINGTON,New York,NEWYORK,61204
Wayne,WAYNE,New York,NEWYORK,89918
Westchester,WESTCHESTER,New York,NEWYORK,967506
Wyoming,WYOMING,New York,NEWYORK,39859
Yates,YATES,New York,NEWYORK,24913
Alamance,ALAMANCE,North Carolina,NORTHCAROLINA,169509
Alexander,ALEXANDER,North Carolina,NORTHCAROLINA,37497
Alleghany,ALLEGHANY,North Carolina,NORTHCAROLINA,11137
Anson,ANSON,North Carolina,NORTHCAROLINA,24446
Ashe,ASHE,North Carolina,NORTHCAROLINA,27203
Avery,AVERY,North Carolina,NORTHCAROLINA,17557
Beaufort,BEAUFORT,North Carolina,NORTHCAROLINA,46994
Bertie,BERTIE,North Carolina,NORTHCAROLINA,18947
Bladen,BLADEN,North Carolina,NORTHCAROLINA,32722
Brunswick,BRUNSWICK,North Carolina,NORTHCAROLINA,142820
Buncombe,BUNCOMBE,North Carolina,NORTHCAROLINA,261191
Burke,BURKE,North Carolina,NORTHCAROLINA,90485
Cabarrus,CABARRUS,North Carolina,NORTHCAROLINA,216453
Caldwell,CALDWELL,North Carolina,NORTHCAROLINA,82178
Camden,CAMDEN,North Carolina,NORTHCAROLINA,10867
Carteret,CARTERET,North Carolina,NORTHCAROLINA,69473
Caswell,CASWELL,North Carolina,NORTHCAROLINA,22604
Catawba,CATAWBA,North Carolina,NORTHCAROLINA,159551
Chatham,CHATHAM,North Carolina,NORTHCAROLINA,74470
Cherokee,CHEROKEE,North Carolina,NORTHCAROLINA,28612
Chowan,CHOWAN,North Carolina,NORTHCAROLINA,13943
Clay,CLAY,North Carolina,NORTHCAROLINA,11231
Cleveland,CLEVELAND,North Carolina,NORTHCAROLINA,97947
Columbus,COLUMBUS,North Carolina,NORTHCAROLINA,55508
Craven,CRAVEN,North Carolina,NORTHCAROLINA,102139
Cumberland,CUMBERLAND,North Carolina,NORTHCAROLINA,335509
Currituck,CURRITUCK,North Carolina,NORTHCAROLINA,27763
Dare,DARE,North Carolina,NORTHCAROLINA,37009
Davidson,DAVIDSON,North Carolina,NORTHCAROLINA,167609
Davie,DAVIE,North Carolina,NORTHCAROLINA,42846
Duplin,DUPLIN,North Carolina,NORTHCAROLINA,58741
Durham,DURHAM,North Carolina,NORTHCAROLINA,321488
Edgecombe,EDGECOMBE,North Carolina,NORTHCAROLINA,51472
Forsyth,FORSYTH,North Carolina,NORTHCAROLINA,382295
Franklin,FRANKLIN,North Carolina,NORTHCAROLINA,69685
Gaston,GASTON,North Carolina,NORTHCAROLINA,224529
Gates,GATES,North Carolina,NORTHCAROLINA,11562
Graham,GRAHAM,North Carolina,NORTHCAROLINA,8441
Granville,GRANVILLE,North Carolina,NORTHCAROLINA,60443
Greene,GREENE,North Carolina,NORTHCAROLINA,21069
Guilford,GUILFORD,North Carolina,NORTHCAROLINA,537174
Halifax,HALIFAX,North Carolina,NORTHCAROLINA,50010
Harnett,HARNETT,North Carolina,NORTHCAROLINA,135976
Haywood,HAYWOOD,North Carolina,NORTHCAROLINA,62317
Henderson,HENDERSON,North Carolina,NORTHCAROLINA,117417
Hertford,HERTFORD,North Carolina,NORTHCAROLINA,23677
Hoke,HOKE,North Carolina,NORTHCAROLINA,55234
Hyde,HYDE,North Carolina,NORTHCAROLINA,4937
Iredell,IREDELL,North Carolina,NORTHCAROLINA,181806
Jackson,JACKSON,North Carolina,NORTHCAROLINA,43938
Johnston,JOHNSTON,North Carolina,NORTHCAROLINA,209339
Jones,JONES,North Carolina,NORTHCAROLINA,9419
Lee,LEE,North Carolina,NORTHCAROLINA,61779
Lenoir,LENOIR,North Carolina,NORTHCAROLINA,55949
Lincoln,LINCOLN,North Carolina,NORTHCAROLINA,86111
McDowell,MCDOWELL,North Carolina,NORTHCAROLINA,45756
Macon,MACON,North Carolina,NORTHCAROLINA,35858
Madison,MADISON,North Carolina,NORTHCAROLINA,21755
Martin,MARTIN,North Carolina,NORTHCAROLINA,22440
Mecklenburg,MECKLENBURG,North Carolina,NORTHCAROLINA,1110356
Mitchell,MITCHELL,North Carolina,NORTHCAROLINA,14964
Montgomery,MONTGOMERY,North Carolina,NORTHCAROLINA,27173
Moore,MOORE,North Carolina,NORTHCAROLINA,100880
Nash,NASH,North Carolina,NORTHCAROLINA,94298
New Hanover,NEWHANOVER,North Carolina,NORTHCAROLINA,234473
Northampton,NORTHAMPTON,North Carolina,NORTHCAROLINA,19483
Onslow,ONSLOW,North Carolina,NORTHCAROLINA,197938
Orange,ORANGE,North Carolina,NORTHCAROLINA,148476
Pamlico,PAMLICO,North Carolina,NORTHCAROLINA,12726
Pasquotank,PASQUOTANK,North Carolina,NORTHCAROLINA,39824
Pender,PENDER,North Carolina,NORTHCAROLINA,63060
Perquimans,PERQUIMANS,North Carolina,NORTHCAROLINA,13463
Person,PERSON,North Carolina,NORTHCAROLINA,39490
Pitt,PITT,North Carolina,NORTHCAROLINA,180742
Polk,POLK,North Carolina,NORTHCAROLINA,20724
Randolph,RANDOLPH,North Carolina,NORTHCAROLINA,143667
Richmond,RICHMOND,North Carolina,NORTHCAROLINA,44829
Robeson,ROBESON,North Carolina,NORTHCAROLINA,130625
Rockingham,ROCKINGHAM,North Carolina,NORTHCAROLINA,91010
Rowan,ROWAN,North Carolina,NORTHCAROLINA,142088
Rutherford,RUTHERFORD,North Carolina,NORTHCAROLINA,67029
Sampson,SAMPSON,North Carolina,NORTHCAROLINA,63531
Scotland,SCOTLAND,North Carolina,NORTHCAROLINA,34823
Stanly,STANLY,North Carolina,NORTHCAROLINA,62806
Stokes,STOKES,North Carolina,NORTHCAROLINA,45591
Surry,SURRY,North Carolina,NORTHCAROLINA,71783
Swain,SWAIN,North Carolina,NORTHCAROLINA,14271
Transylvania,TRANSYLVANIA,North Carolina,NORTHCAROLINA,34385
Tyrrell,TYRRELL,North Carolina,NORTHCAROLINA,4016
Union,UNION,North Carolina,NORTHCAROLINA,239859
Vance,VANCE,North Carolina,NORTHCAROLINA,44535
Wake,WAKE,North Carolina,NORTHCAROLINA,1111761
Warren,WARREN,North Carolina,NORTHCAROLINA,19731
Washington,WASHINGTON,North Carolina,NORTHCAROLINA,11580
Watauga,WATAUGA,North Carolina,NORTHCAROLINA,56177
Wayne,WAYNE,North Carolina,NORTHCAROLINA,123131
Wilkes,WILKES,North Carolina,NORTHCAROLINA,68412
Wilson,WILSON,North Carolina,NORTHCAROLINA,81801
Yadkin,YADKIN,North Carolina,NORTHCAROLINA,37667
Yancey,YANCEY,North Carolina,NORTHCAROLINA,18069
Adams,ADAMS,North Dakota,NORTHDAKOTA,2216
Barnes,BARNES,North Dakota,NORTHDAKOTA,10415
Benson,BENSON,North Dakota,NORTHDAKOTA,6832
Billings,BILLINGS,North Dakota,NORTHDAKOTA,928
Bottineau,BOTTINEAU,North Dakota,NORTHDAKOTA,6282
Bowman,BOWMAN,North Dakota,NORTHDAKOTA,3024
Burke,BURKE,North Dakota,NORTHDAKOTA,2115
Burleigh,BURLEIGH,North Dakota,NORTHDAKOTA,95626
Cass,CASS,North Dakota,NORTHDAKOTA,181923
Cavalier,CAVALIER,North Dakota,NORTHDAKOTA,3762
Dickey,DICKEY,North Dakota,NORTHDAKOTA,4872
Divide,DIVIDE,North Dakota,NORTHDAKOTA,2264
Dunn,DUNN,North Dakota,NORTHDAKOTA,4424
Eddy,EDDY,North Dakota,NORTHDAKOTA,2287
Emmons,EMMONS,North Dakota,NORTHDAKOTA,3241
Foster,FOSTER,North Dakota,NORTHDAKOTA,3210
Golden Valley,GOLDENVALLEY,North Dakota,NORTHDAKOTA,1761
Grand Forks,GRANDFORKS,North Dakota,NORTHDAKOTA,69451
Grant,GRANT,North Dakota,NORTHDAKOTA,2274
Griggs,GRIGGS,North Dakota,NORTHDAKOTA,2231
Hettinger,HETTINGER,North Dakota,NORTHDAKOTA,2499
Kidder,KIDDER,North Dakota,NORTHDAKOTA,2480
LaMoure,LAMOURE,North Dakota,NORTHDAKOTA,4046
Logan,LOGAN,North Dakota,NORTHDAKOTA,1850
McHenry,MCHENRY,North Dakota,NORTHDAKOTA,5745
McIntosh,MCINTOSH,North Dakota,NORTHDAKOTA,2497
McKenzie,MCKENZIE,North Dakota,NORTHDAKOTA,15024
